Номер операции,Время(нс),Количество операций
6318 , 1000 , 13
6319 , 600 , 13
6320 , 900 , 11
6321 , 300 , 7
6322 , 600 , 12
6323 , 500 , 8
6324 , 600 , 10
6325 , 500 , 9
6326 , 500 , 7
6327 , 1100 , 13
6328 , 800 , 12
6329 , 600 , 12
6330 , 400 , 9
6331 , 1100 , 16
6332 , 600 , 11
6333 , 900 , 15
6334 , 600 , 8
6335 , 400 , 5
6336 , 800 , 9
6337 , 900 , 12
6338 , 900 , 9
6339 , 1500 , 13
6340 , 900 , 11
6341 , 1000 , 11
6342 , 1700 , 16
6343 , 900 , 11
6344 , 1200 , 8
6345 , 800 , 5
6346 , 1500 , 15
6347 , 1000 , 13
6348 , 1100 , 12
6349 , 700 , 18
6350 , 500 , 4
6351 , 900 , 14
6352 , 500 , 8
6353 , 500 , 8
6354 , 1000 , 15
6355 , 400 , 7
6356 , 500 , 10
6357 , 700 , 4
6358 , 800 , 7
6359 , 600 , 10
6360 , 500 , 12
6361 , 500 , 11
6362 , 500 , 7
6363 , 800 , 12
6364 , 700 , 12
6365 , 1200 , 13
6366 , 600 , 12
6367 , 1100 , 19
6368 , 1200 , 17
6369 , 500 , 5
6370 , 500 , 11
6371 , 800 , 14
6372 , 1700 , 12
6373 , 1300 , 7
6374 , 800 , 8
6375 , 1000 , 8
6376 , 1600 , 13
6377 , 900 , 11
6378 , 1200 , 8
6379 , 1200 , 9
6380 , 1000 , 17
6381 , 800 , 9
6382 , 1100 , 16
6383 , 900 , 10
6384 , 1000 , 9
6385 , 800 , 10
6386 , 1500 , 7
6387 , 1200 , 16
6388 , 400 , 8
6389 , 500 , 8
6390 , 1100 , 17
6391 , 500 , 9
6392 , 600 , 11
6393 , 400 , 6
6394 , 900 , 14
6395 , 600 , 5
6396 , 500 , 11
6397 , 700 , 17
6398 , 700 , 11
6399 , 800 , 14
6400 , 700 , 12
6401 , 400 , 8
6402 , 300 , 8
6403 , 1000 , 11
6404 , 7900 , 19
6405 , 800 , 10
6406 , 500 , 9
6407 , 400 , 12
6408 , 3000 , 9
6409 , 600 , 13
6410 , 700 , 13
6411 , 600 , 12
6412 , 600 , 8
6413 , 600 , 12
6414 , 600 , 8
6415 , 1200 , 17
6416 , 400 , 18
6417 , 800 , 15
6418 , 400 , 11
6419 , 600 , 13
6420 , 400 , 11
6421 , 900 , 15
6422 , 600 , 14
6423 , 500 , 11
6424 , 400 , 6
6425 , 500 , 11
6426 , 400 , 10
6427 , 500 , 9
6428 , 400 , 10
6429 , 900 , 8
6430 , 900 , 7
6431 , 800 , 3
6432 , 1000 , 3
6433 , 1300 , 13
6434 , 1100 , 11
6435 , 1000 , 12
6436 , 900 , 11
6437 , 1600 , 11
6438 , 1200 , 10
6439 , 800 , 8
6440 , 500 , 8
6441 , 400 , 7
6442 , 400 , 10
6443 , 500 , 10
6444 , 500 , 14
6445 , 600 , 11
6446 , 600 , 9
6447 , 500 , 6
6448 , 600 , 15
6449 , 800 , 11
6450 , 500 , 14
6451 , 400 , 6
6452 , 400 , 7
6453 , 600 , 11
6454 , 600 , 9
6455 , 500 , 12
6456 , 400 , 11
6457 , 400 , 12
6458 , 500 , 13
6459 , 5000 , 13
6460 , 600 , 9
6461 , 1000 , 19
6462 , 500 , 14
6463 , 700 , 10
6464 , 400 , 5
6465 , 500 , 10
6466 , 500 , 12
6467 , 900 , 13
6468 , 600 , 13
6469 , 1000 , 12
6470 , 900 , 7
6471 , 1600 , 13
6472 , 2100 , 20
6473 , 800 , 7
6474 , 800 , 8
6475 , 1500 , 13
6476 , 800 , 8
6477 , 900 , 12
6478 , 1100 , 11
6479 , 1000 , 9
6480 , 1000 , 10
6481 , 1000 , 14
6482 , 900 , 10
6483 , 900 , 9
6484 , 1000 , 9
6485 , 1000 , 10
6486 , 400 , 10
6487 , 1200 , 20
6488 , 600 , 13
6489 , 400 , 3
6490 , 600 , 5
6491 , 500 , 10
6492 , 900 , 15
6493 , 900 , 12
6494 , 500 , 14
6495 , 500 , 11
6496 , 400 , 6
6497 , 900 , 16
6498 , 800 , 13
6499 , 800 , 8
6500 , 5600 , 14
6501 , 700 , 12
6502 , 400 , 8
6503 , 400 , 9
6504 , 500 , 10
6505 , 1100 , 16
6506 , 1100 , 13
6507 , 1100 , 17
6508 , 600 , 20
6509 , 400 , 12
6510 , 700 , 12
6511 , 800 , 9
6512 , 500 , 11
6513 , 500 , 3
6514 , 600 , 9
6515 , 700 , 13
6516 , 500 , 12
6517 , 500 , 8
6518 , 500 , 7
6519 , 400 , 14
6520 , 400 , 4
6521 , 800 , 11
6522 , 600 , 10
6523 , 500 , 8
6524 , 900 , 12
6525 , 800 , 5
6526 , 1000 , 9
6527 , 900 , 9
6528 , 900 , 10
6529 , 1000 , 9
6530 , 1000 , 11
6531 , 900 , 10
6532 , 1100 , 12
6533 , 900 , 10
6534 , 1600 , 11
6535 , 1100 , 14
6536 , 400 , 10
6537 , 600 , 18
6538 , 600 , 7
6539 , 500 , 6
6540 , 800 , 8
6541 , 600 , 12
6542 , 500 , 9
6543 , 700 , 13
6544 , 500 , 4
6545 , 700 , 18
6546 , 500 , 9
6547 , 500 , 12
6548 , 500 , 6
6549 , 500 , 9
6550 , 800 , 9
6551 , 400 , 9
6552 , 700 , 14
6553 , 4900 , 7
6554 , 3600 , 10
6555 , 400 , 6
6556 , 800 , 11
6557 , 700 , 16
6558 , 500 , 15
6559 , 700 , 10
6560 , 700 , 14
6561 , 1600 , 18
6562 , 900 , 6
6563 , 900 , 9
6564 , 800 , 13
6565 , 900 , 11
6566 , 1400 , 6
6567 , 900 , 10
6568 , 900 , 6
6569 , 1500 , 11
6570 , 1000 , 12
6571 , 800 , 6
6572 , 1500 , 10
6573 , 1000 , 11
6574 , 1000 , 10
6575 , 1300 , 13
6576 , 1100 , 7
6577 , 600 , 16
6578 , 600 , 13
6579 , 900 , 13
6580 , 800 , 15
6581 , 400 , 12
6582 , 400 , 12
6583 , 700 , 13
6584 , 600 , 11
6585 , 700 , 9
6586 , 900 , 16
6587 , 400 , 7
6588 , 600 , 11
6589 , 400 , 5
6590 , 500 , 8
6591 , 1000 , 13
6592 , 500 , 10
6593 , 600 , 10
6594 , 500 , 14
6595 , 700 , 8
6596 , 400 , 11
6597 , 800 , 15
6598 , 600 , 13
6599 , 800 , 16
6600 , 1100 , 13
6601 , 500 , 11
6602 , 600 , 10
6603 , 400 , 8
6604 , 500 , 13
6605 , 400 , 10
6606 , 500 , 11
6607 , 400 , 12
6608 , 500 , 9
6609 , 900 , 8
6610 , 500 , 13
6611 , 500 , 8
6612 , 500 , 12
6613 , 600 , 12
6614 , 600 , 9
6615 , 500 , 10
6616 , 700 , 10
6617 , 500 , 10
6618 , 700 , 11
6619 , 1800 , 15
6620 , 800 , 12
6621 , 900 , 10
6622 , 1700 , 17
6623 , 1000 , 9
6624 , 900 , 11
6625 , 900 , 9
6626 , 1300 , 7
6627 , 900 , 14
6628 , 1400 , 11
6629 , 900 , 10
6630 , 700 , 10
6631 , 400 , 13
6632 , 700 , 11
6633 , 400 , 11
6634 , 400 , 11
6635 , 700 , 13
6636 , 600 , 11
6637 , 700 , 15
6638 , 700 , 9
6639 , 400 , 6
6640 , 500 , 5
6641 , 400 , 6
6642 , 500 , 12
6643 , 500 , 11
6644 , 500 , 13
6645 , 600 , 12
6646 , 500 , 9
6647 , 400 , 9
6648 , 400 , 12
6649 , 500 , 7
6650 , 600 , 9
6651 , 800 , 12
6652 , 800 , 12
6653 , 800 , 15
6654 , 600 , 9
6655 , 400 , 9
6656 , 1500 , 7
6657 , 500 , 10
6658 , 900 , 8
6659 , 400 , 9
6660 , 600 , 11
6661 , 500 , 11
6662 , 600 , 11
6663 , 500 , 14
6664 , 500 , 8
6665 , 500 , 8
6666 , 500 , 8
6667 , 400 , 8
6668 , 400 , 10
6669 , 600 , 14
6670 , 500 , 13
6671 , 500 , 4
6672 , 400 , 11
6673 , 500 , 7
6674 , 900 , 15
6675 , 500 , 15
6676 , 800 , 13
6677 , 1200 , 8
6678 , 900 , 9
6679 , 900 , 11
6680 , 1000 , 10
6681 , 1100 , 12
6682 , 900 , 13
6683 , 900 , 14
6684 , 900 , 12
6685 , 1100 , 10
6686 , 1000 , 18
6687 , 1200 , 8
6688 , 900 , 13
6689 , 1100 , 9
6690 , 900 , 9
6691 , 1200 , 7
6692 , 900 , 9
6693 , 900 , 11
6694 , 1000 , 10
6695 , 500 , 10
6696 , 400 , 11
6697 , 600 , 7
6698 , 600 , 11
6699 , 800 , 16
6700 , 4100 , 7
6701 , 1000 , 10
6702 , 900 , 13
6703 , 1300 , 11
6704 , 700 , 8
6705 , 400 , 12
6706 , 900 , 13
6707 , 500 , 9
6708 , 900 , 17
6709 , 800 , 11
6710 , 900 , 5
6711 , 900 , 14
6712 , 900 , 10
6713 , 1000 , 17
6714 , 500 , 11
6715 , 700 , 11
6716 , 600 , 9
6717 , 600 , 11
6718 , 500 , 10
6719 , 700 , 8
6720 , 500 , 5
6721 , 500 , 12
6722 , 700 , 15
6723 , 800 , 14
6724 , 1200 , 11
6725 , 500 , 7
6726 , 500 , 12
6727 , 400 , 9
6728 , 400 , 9
6729 , 1000 , 13
6730 , 700 , 9
6731 , 500 , 8
6732 , 500 , 11
6733 , 700 , 10
6734 , 600 , 12
6735 , 500 , 11
6736 , 400 , 11
6737 , 900 , 13
6738 , 400 , 16
6739 , 1000 , 14
6740 , 500 , 10
6741 , 7200 , 17
6742 , 400 , 14
6743 , 600 , 8
6744 , 500 , 5
6745 , 400 , 6
6746 , 700 , 11
6747 , 600 , 8
6748 , 1000 , 16
6749 , 600 , 14
6750 , 400 , 7
6751 , 400 , 12
6752 , 500 , 10
6753 , 400 , 9
6754 , 800 , 12
6755 , 600 , 11
6756 , 400 , 10
6757 , 800 , 12
6758 , 900 , 13
6759 , 600 , 10
6760 , 700 , 12
6761 , 800 , 12
6762 , 500 , 11
6763 , 600 , 16
6764 , 500 , 7
6765 , 400 , 8
6766 , 500 , 12
6767 , 700 , 12
6768 , 500 , 8
6769 , 800 , 9
6770 , 400 , 11
6771 , 500 , 9
6772 , 500 , 11
6773 , 500 , 8
6774 , 900 , 10
6775 , 400 , 9
6776 , 500 , 14
6777 , 500 , 14
6778 , 500 , 11
6779 , 800 , 15
6780 , 500 , 10
6781 , 1700 , 16
6782 , 5000 , 12
6783 , 900 , 13
6784 , 1200 , 7
6785 , 900 , 9
6786 , 1000 , 11
6787 , 1000 , 15
6788 , 1100 , 16
6789 , 6500 , 12
6790 , 1400 , 14
6791 , 1000 , 8
6792 , 400 , 8
6793 , 400 , 6
6794 , 500 , 8
6795 , 600 , 7
6796 , 500 , 14
6797 , 400 , 11
6798 , 500 , 10
6799 , 1000 , 17
6800 , 700 , 15
6801 , 500 , 13
6802 , 500 , 13
6803 , 400 , 9
6804 , 600 , 7
6805 , 700 , 10
6806 , 700 , 10
6807 , 500 , 9
6808 , 800 , 14
6809 , 400 , 9
6810 , 1600 , 19
6811 , 1000 , 12
6812 , 1100 , 4
6813 , 900 , 7
6814 , 1100 , 14
6815 , 900 , 7
6816 , 1000 , 9
6817 , 900 , 7
6818 , 800 , 7
6819 , 1000 , 15
6820 , 1300 , 7
6821 , 700 , 6
6822 , 500 , 9
6823 , 800 , 12
6824 , 1000 , 15
6825 , 400 , 10
6826 , 400 , 5
6827 , 400 , 12
6828 , 600 , 12
6829 , 400 , 7
6830 , 5000 , 8
6831 , 600 , 13
6832 , 500 , 6
6833 , 600 , 6
6834 , 800 , 14
6835 , 400 , 7
6836 , 700 , 18
6837 , 500 , 12
6838 , 700 , 13
6839 , 400 , 10
6840 , 900 , 12
6841 , 400 , 10
6842 , 400 , 5
6843 , 400 , 10
6844 , 1000 , 16
6845 , 600 , 9
6846 , 400 , 11
6847 , 3100 , 10
6848 , 500 , 8
6849 , 600 , 13
6850 , 600 , 10
6851 , 700 , 14
6852 , 600 , 12
6853 , 500 , 11
6854 , 400 , 14
6855 , 900 , 9
6856 , 500 , 13
6857 , 300 , 6
6858 , 600 , 12
6859 , 500 , 12
6860 , 500 , 8
6861 , 500 , 13
6862 , 700 , 13
6863 , 400 , 9
6864 , 500 , 9
6865 , 400 , 8
6866 , 500 , 15
6867 , 400 , 7
6868 , 500 , 8
6869 , 600 , 10
6870 , 500 , 11
6871 , 500 , 11
6872 , 600 , 8
6873 , 400 , 8
6874 , 600 , 8
6875 , 400 , 12
6876 , 1100 , 14
6877 , 600 , 11
6878 , 500 , 12
6879 , 6800 , 13
6880 , 600 , 15
6881 , 400 , 9
6882 , 400 , 10
6883 , 400 , 7
6884 , 600 , 8
6885 , 900 , 14
6886 , 500 , 11
6887 , 500 , 15
6888 , 800 , 17
6889 , 400 , 15
6890 , 500 , 10
6891 , 600 , 13
6892 , 400 , 12
6893 , 1300 , 17
6894 , 1500 , 12
6895 , 1100 , 13
6896 , 900 , 11
6897 , 1000 , 9
6898 , 1700 , 17
6899 , 1400 , 11
6900 , 900 , 11
6901 , 1100 , 10
6902 , 1000 , 9
6903 , 1000 , 14
6904 , 700 , 4
6905 , 1100 , 16
6906 , 1900 , 16
6907 , 1000 , 4
6908 , 1000 , 13
6909 , 1100 , 10
6910 , 1000 , 16
6911 , 400 , 10
6912 , 500 , 9
6913 , 700 , 12
6914 , 600 , 4
6915 , 500 , 8
6916 , 500 , 13
6917 , 500 , 6
6918 , 800 , 14
6919 , 500 , 7
6920 , 500 , 12
6921 , 600 , 10
6922 , 300 , 6
6923 , 600 , 9
6924 , 500 , 12
6925 , 900 , 16
6926 , 500 , 8
6927 , 900 , 14
6928 , 500 , 12
6929 , 500 , 13
6930 , 900 , 10
6931 , 500 , 14
6932 , 500 , 7
6933 , 500 , 11
6934 , 600 , 11
6935 , 600 , 9
6936 , 600 , 6
6937 , 700 , 11
6938 , 500 , 8
6939 , 400 , 3
6940 , 900 , 8
6941 , 300 , 4
6942 , 700 , 12
6943 , 400 , 11
6944 , 500 , 6
6945 , 600 , 14
6946 , 800 , 10
6947 , 600 , 17
6948 , 500 , 6
6949 , 500 , 10
6950 , 600 , 10
6951 , 500 , 11
6952 , 600 , 7
6953 , 400 , 8
6954 , 600 , 6
6955 , 400 , 6
6956 , 900 , 9
6957 , 900 , 14
6958 , 700 , 6
6959 , 800 , 8
6960 , 800 , 9
6961 , 1400 , 10
6962 , 1000 , 9
6963 , 800 , 8
6964 , 900 , 13
6965 , 1100 , 13
6966 , 800 , 11
6967 , 2000 , 17
6968 , 900 , 12
6969 , 800 , 15
6970 , 800 , 8
6971 , 900 , 6
6972 , 1100 , 15
6973 , 900 , 9
6974 , 1100 , 14
6975 , 1000 , 9
6976 , 1000 , 9
6977 , 2000 , 13
6978 , 8400 , 20
6979 , 600 , 6
6980 , 900 , 13
6981 , 500 , 10
6982 , 500 , 9
6983 , 700 , 13
6984 , 700 , 15
6985 , 600 , 13
6986 , 500 , 8
6987 , 700 , 17
6988 , 400 , 8
6989 , 4000 , 11
6990 , 600 , 14
6991 , 600 , 13
6992 , 600 , 9
6993 , 1600 , 11
6994 , 500 , 14
6995 , 700 , 14
6996 , 500 , 10
6997 , 400 , 8
6998 , 4400 , 12
6999 , 1500 , 10
7000 , 1100 , 10
7001 , 1600 , 16
7002 , 1000 , 10
7003 , 1600 , 14
7004 , 700 , 9
7005 , 78700 , 12
7006 , 2200 , 12
7007 , 1100 , 16
7008 , 800 , 16
7009 , 500 , 7
7010 , 1400 , 9
7011 , 1300 , 14
7012 , 1200 , 11
7013 , 900 , 4
7014 , 1600 , 15
7015 , 1000 , 11
7016 , 1000 , 11
7017 , 1000 , 14
7018 , 800 , 12
7019 , 1100 , 12
7020 , 900 , 18
7021 , 900 , 14
7022 , 700 , 12
7023 , 1100 , 9
7024 , 900 , 11
7025 , 1200 , 10
7026 , 700 , 9
7027 , 1500 , 16
7028 , 500 , 16
7029 , 700 , 15
7030 , 700 , 6
7031 , 500 , 4
7032 , 700 , 14
7033 , 700 , 9
7034 , 1500 , 11
7035 , 600 , 9
7036 , 800 , 10
7037 , 800 , 8
7038 , 500 , 13
7039 , 700 , 14
7040 , 1000 , 14
7041 , 700 , 12
7042 , 800 , 8
7043 , 1300 , 12
7044 , 700 , 12
7045 , 1100 , 13
7046 , 700 , 11
7047 , 400 , 8
7048 , 600 , 10
7049 , 1000 , 12
7050 , 600 , 8
7051 , 500 , 9
7052 , 700 , 6
7053 , 800 , 8
7054 , 1100 , 17
7055 , 800 , 10
7056 , 600 , 10
7057 , 600 , 10
7058 , 700 , 8
7059 , 500 , 9
7060 , 600 , 14
7061 , 700 , 11
7062 , 800 , 11
7063 , 700 , 4
7064 , 600 , 9
7065 , 400 , 9
7066 , 500 , 11
7067 , 500 , 12
7068 , 800 , 7
7069 , 600 , 10
7070 , 4600 , 9
7071 , 500 , 10
7072 , 600 , 14
7073 , 400 , 13
7074 , 1100 , 11
7075 , 700 , 8
7076 , 800 , 14
7077 , 800 , 13
7078 , 500 , 15
7079 , 1400 , 16
7080 , 500 , 5
7081 , 800 , 8
7082 , 1100 , 15
7083 , 1100 , 14
7084 , 700 , 15
7085 , 700 , 12
7086 , 500 , 7
7087 , 800 , 11
7088 , 800 , 16
7089 , 700 , 11
7090 , 800 , 12
7091 , 800 , 11
7092 , 600 , 13
7093 , 1200 , 14
7094 , 400 , 10
7095 , 300 , 13
7096 , 800 , 11
7097 , 800 , 14
7098 , 600 , 7
7099 , 500 , 12
7100 , 500 , 11
7101 , 600 , 14
7102 , 500 , 10
7103 , 500 , 13
7104 , 600 , 18
7105 , 400 , 11
7106 , 900 , 11
7107 , 500 , 11
7108 , 600 , 7
7109 , 700 , 8
7110 , 500 , 8
7111 , 1100 , 15
7112 , 400 , 10
7113 , 700 , 11
7114 , 700 , 8
7115 , 1000 , 16
7116 , 500 , 13
7117 , 900 , 11
7118 , 800 , 7
7119 , 6500 , 8
7120 , 1000 , 12
7121 , 1100 , 14
7122 , 1500 , 13
7123 , 900 , 9
7124 , 1000 , 13
7125 , 1600 , 11
7126 , 1100 , 17
7127 , 1000 , 9
7128 , 1900 , 16
7129 , 1100 , 9
7130 , 700 , 8
7131 , 800 , 8
7132 , 900 , 13
7133 , 400 , 8
7134 , 500 , 8
7135 , 500 , 8
7136 , 800 , 14
7137 , 800 , 14
7138 , 700 , 13
7139 , 8400 , 9
7140 , 1000 , 13
7141 , 500 , 9
7142 , 600 , 7
7143 , 600 , 15
7144 , 500 , 11
7145 , 900 , 13
7146 , 1700 , 19
7147 , 800 , 12
7148 , 700 , 10
7149 , 600 , 7
7150 , 600 , 11
7151 , 700 , 14
7152 , 400 , 13
7153 , 700 , 11
7154 , 700 , 10
7155 , 1400 , 17
7156 , 600 , 9
7157 , 1000 , 12
7158 , 500 , 10
7159 , 600 , 14
7160 , 600 , 5
7161 , 1200 , 15
7162 , 500 , 9
7163 , 5200 , 18
7164 , 600 , 10
7165 , 600 , 9
7166 , 500 , 8
7167 , 600 , 9
7168 , 500 , 10
7169 , 500 , 6
7170 , 1100 , 14
7171 , 600 , 12
7172 , 600 , 13
7173 , 500 , 15
7174 , 600 , 9
7175 , 900 , 15
7176 , 400 , 10
7177 , 500 , 13
7178 , 600 , 9
7179 , 700 , 11
7180 , 700 , 17
7181 , 600 , 6
7182 , 800 , 9
7183 , 700 , 13
7184 , 600 , 11
7185 , 600 , 17
7186 , 600 , 15
7187 , 500 , 10
7188 , 800 , 12
7189 , 700 , 13
7190 , 800 , 10
7191 , 800 , 7
7192 , 600 , 7
7193 , 600 , 11
7194 , 500 , 10
7195 , 500 , 13
7196 , 700 , 10
7197 , 600 , 12
7198 , 600 , 8
7199 , 500 , 11
7200 , 600 , 13
7201 , 700 , 9
7202 , 1000 , 15
7203 , 600 , 10
7204 , 500 , 11
7205 , 600 , 5
7206 , 700 , 11
7207 , 700 , 12
7208 , 800 , 10
7209 , 3900 , 12
7210 , 900 , 14
7211 , 900 , 12
7212 , 600 , 10
7213 , 600 , 11
7214 , 600 , 15
7215 , 600 , 10
7216 , 1300 , 19
7217 , 400 , 6
7218 , 600 , 12
7219 , 500 , 8
7220 , 500 , 15
7221 , 400 , 8
7222 , 500 , 9
7223 , 600 , 7
7224 , 500 , 8
7225 , 700 , 13
7226 , 600 , 13
7227 , 600 , 11
7228 , 1100 , 10
7229 , 500 , 11
7230 , 700 , 12
7231 , 700 , 16
7232 , 600 , 9
7233 , 600 , 18
7234 , 700 , 9
7235 , 400 , 12
7236 , 700 , 15
7237 , 500 , 14
7238 , 700 , 9
7239 , 500 , 11
7240 , 500 , 9
7241 , 500 , 8
7242 , 700 , 6
7243 , 400 , 10
7244 , 500 , 7
7245 , 600 , 11
7246 , 400 , 12
7247 , 700 , 16
7248 , 600 , 7
7249 , 1100 , 15
7250 , 500 , 9
7251 , 700 , 9
7252 , 700 , 8
7253 , 1000 , 18
7254 , 500 , 13
7255 , 500 , 10
7256 , 500 , 11
7257 , 500 , 8
7258 , 600 , 12
7259 , 800 , 14
7260 , 500 , 5
7261 , 500 , 10
7262 , 600 , 9
7263 , 500 , 12
7264 , 800 , 10
7265 , 700 , 10
7266 , 600 , 13
7267 , 1000 , 15
7268 , 800 , 15
7269 , 600 , 17
7270 , 700 , 19
7271 , 700 , 12
7272 , 500 , 6
7273 , 600 , 6
7274 , 500 , 11
7275 , 400 , 6
7276 , 500 , 10
7277 , 700 , 14
7278 , 600 , 10
7279 , 900 , 17
7280 , 700 , 8
7281 , 800 , 9
7282 , 400 , 9
7283 , 500 , 15
7284 , 500 , 13
7285 , 3300 , 12
7286 , 1000 , 12
7287 , 600 , 9
7288 , 500 , 10
7289 , 500 , 13
7290 , 900 , 11
7291 , 800 , 14
7292 , 700 , 12
7293 , 500 , 9
7294 , 1000 , 15
7295 , 500 , 10
7296 , 700 , 12
7297 , 700 , 9
7298 , 1100 , 19
7299 , 800 , 11
7300 , 400 , 8
7301 , 700 , 10
7302 , 500 , 13
7303 , 700 , 10
7304 , 600 , 11
7305 , 500 , 10
7306 , 600 , 12
7307 , 900 , 17
7308 , 600 , 15
7309 , 1100 , 12
7310 , 600 , 11
7311 , 600 , 10
7312 , 900 , 14
7313 , 13000 , 18
7314 , 1300 , 13
7315 , 1400 , 9
7316 , 700 , 12
7317 , 1300 , 11
7318 , 700 , 5
7319 , 400 , 9
7320 , 600 , 10
7321 , 700 , 9
7322 , 900 , 12
7323 , 800 , 14
7324 , 800 , 13
7325 , 600 , 6
7326 , 600 , 12
7327 , 1400 , 9
7328 , 800 , 11
7329 , 1100 , 16
7330 , 600 , 12
7331 , 900 , 10
7332 , 800 , 5
7333 , 700 , 10
7334 , 600 , 9
7335 , 900 , 7
7336 , 1300 , 15
7337 , 900 , 11
7338 , 800 , 12
7339 , 900 , 11
7340 , 800 , 11
7341 , 800 , 12
7342 , 900 , 10
7343 , 1000 , 14
7344 , 700 , 8
7345 , 500 , 8
7346 , 600 , 9
7347 , 800 , 15
7348 , 700 , 8
7349 , 700 , 10
7350 , 900 , 9
7351 , 600 , 10
7352 , 700 , 8
7353 , 700 , 7
7354 , 800 , 14
7355 , 500 , 6
7356 , 600 , 9
7357 , 600 , 5
7358 , 700 , 8
7359 , 500 , 13
7360 , 700 , 12
7361 , 600 , 6
7362 , 1100 , 19
7363 , 700 , 12
7364 , 800 , 6
7365 , 700 , 12
7366 , 900 , 12
7367 , 900 , 17
7368 , 800 , 11
7369 , 600 , 17
7370 , 700 , 16
7371 , 500 , 8
7372 , 600 , 11
7373 , 500 , 6
7374 , 500 , 8
7375 , 900 , 10
7376 , 600 , 6
7377 , 600 , 11
7378 , 800 , 10
7379 , 500 , 9
7380 , 1500 , 18
7381 , 500 , 7
7382 , 600 , 10
7383 , 1000 , 16
7384 , 700 , 7
7385 , 800 , 7
7386 , 4900 , 13
7387 , 1200 , 8
7388 , 1000 , 15
7389 , 1100 , 15
7390 , 600 , 14
7391 , 1000 , 16
7392 , 500 , 11
7393 , 800 , 8
7394 , 500 , 4
7395 , 500 , 8
7396 , 600 , 8
7397 , 600 , 10
7398 , 600 , 9
7399 , 600 , 7
7400 , 700 , 12
7401 , 700 , 15
7402 , 1200 , 17
7403 , 800 , 14
7404 , 500 , 11
7405 , 600 , 10
7406 , 800 , 11
7407 , 1200 , 16
7408 , 600 , 14
7409 , 600 , 13
7410 , 1000 , 14
7411 , 700 , 9
7412 , 500 , 13
7413 , 1100 , 21
7414 , 700 , 10
7415 , 600 , 8
7416 , 1100 , 18
7417 , 700 , 12
7418 , 600 , 12
7419 , 500 , 7
7420 , 600 , 6
7421 , 1000 , 19
7422 , 500 , 8
7423 , 900 , 10
7424 , 6100 , 15
7425 , 500 , 4
7426 , 600 , 14
7427 , 1100 , 16
7428 , 500 , 8
7429 , 500 , 12
7430 , 800 , 16
7431 , 500 , 9
7432 , 2600 , 18
7433 , 500 , 14
7434 , 1800 , 12
7435 , 1300 , 18
7436 , 1000 , 16
7437 , 600 , 11
7438 , 900 , 15
7439 , 1100 , 18
7440 , 700 , 16
7441 , 700 , 14
7442 , 700 , 13
7443 , 600 , 10
7444 , 500 , 5
7445 , 700 , 17
7446 , 600 , 7
7447 , 1000 , 10
7448 , 900 , 14
7449 , 1200 , 14
7450 , 600 , 12
7451 , 500 , 11
7452 , 1200 , 12
7453 , 800 , 9
7454 , 500 , 7
7455 , 700 , 10
7456 , 1000 , 17
7457 , 800 , 12
7458 , 700 , 10
7459 , 600 , 10
7460 , 5800 , 11
7461 , 500 , 9
7462 , 700 , 6
7463 , 700 , 14
7464 , 700 , 11
7465 , 400 , 5
7466 , 400 , 8
7467 , 400 , 8
7468 , 500 , 8
7469 , 700 , 10
7470 , 700 , 11
7471 , 400 , 8
7472 , 600 , 12
7473 , 500 , 6
7474 , 400 , 10
7475 , 600 , 15
7476 , 600 , 11
7477 , 1000 , 17
7478 , 500 , 12
7479 , 5600 , 13
7480 , 500 , 14
7481 , 500 , 9
7482 , 1000 , 15
7483 , 800 , 13
7484 , 900 , 16
7485 , 400 , 10
7486 , 700 , 6
7487 , 700 , 9
7488 , 600 , 11
7489 , 1000 , 15
7490 , 900 , 13
7491 , 400 , 11
7492 , 700 , 13
7493 , 500 , 16
7494 , 600 , 8
7495 , 1200 , 14
7496 , 800 , 13
7497 , 800 , 16
7498 , 500 , 10
7499 , 600 , 6
7500 , 700 , 10
7501 , 700 , 13
7502 , 500 , 5
7503 , 700 , 14
7504 , 500 , 13
7505 , 36500 , 12
7506 , 1600 , 11
7507 , 700 , 12
7508 , 700 , 12
7509 , 600 , 5
7510 , 600 , 9
7511 , 700 , 14
7512 , 800 , 12
7513 , 900 , 10
7514 , 800 , 11
7515 , 500 , 11
7516 , 700 , 10
7517 , 600 , 12
7518 , 1000 , 12
7519 , 800 , 14
7520 , 600 , 10
7521 , 700 , 13
7522 , 700 , 14
7523 , 500 , 9
7524 , 600 , 10
7525 , 600 , 10
7526 , 600 , 13
7527 , 1000 , 13
7528 , 600 , 7
7529 , 800 , 10
7530 , 800 , 11
7531 , 500 , 9
7532 , 500 , 10
7533 , 500 , 9
7534 , 500 , 11
7535 , 600 , 12
7536 , 400 , 9
7537 , 700 , 9
7538 , 1200 , 15
7539 , 1100 , 16
7540 , 500 , 11
7541 , 700 , 8
7542 , 500 , 8
7543 , 700 , 11
7544 , 700 , 9
7545 , 600 , 11
7546 , 500 , 8
7547 , 900 , 4
7548 , 600 , 8
7549 , 1000 , 17
7550 , 700 , 12
7551 , 600 , 11
7552 , 600 , 11
7553 , 600 , 11
7554 , 600 , 9
7555 , 500 , 10
7556 , 600 , 10
7557 , 400 , 8
7558 , 500 , 10
7559 , 500 , 11
7560 , 700 , 11
7561 , 700 , 9
7562 , 500 , 9
7563 , 600 , 10
7564 , 1200 , 16
